show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,duracao_min
s5324,Movie,What Happened to Monday,Tommy Wirkola,United Kingdom,8/18/2017,2017,TV-MA,124 min,"Action & Adventure, Sci-Fi & Fantasy",124
s5326,Movie,Brad Paisley's Comedy Rodeo,Jay Chapman,United States,8/15/2017,2017,TV-MA,63 min,"Music & Musicals, Stand-Up Comedy",63
s5327,Movie,Colin Quinn: Unconstitutional,Jay Chapman,United States,8/15/2017,2015,TV-MA,56 min,Stand-Up Comedy,56
s5329,Movie,The Outcasts,Peter Hutchings,United States,8/14/2017,2017,TV-14,94 min,Comedies,94
s5330,Movie,Chocolate City: Vegas Strip,Jean-Claude La Marre,United States,8/12/2017,2017,TV-MA,90 min,Dramas,90
s5331,Movie,Los Herederos,Jorge Hernandez Aldana,Mexico,8/12/2017,2015,TV-MA,71 min,"Dramas, International Movies",71
s5332,Movie,Naked,Michael Tiddes,United States,8/11/2017,2017,TV-14,97 min,"Comedies, Romantic Movies",97
s5333,Movie,Demonic,Will Canon,United States,8/10/2017,2015,R,83 min,"Horror Movies, Independent Movies",83
s5334,Movie,The Saint,Ernie Barbarash,United States,8/10/2017,2017,TV-14,92 min,Action & Adventure,92
s5335,Movie,Baahubali 2: The Conclusion (Hindi Version),S.S. Rajamouli,India,8/7/2017,2017,TV-MA,165 min,"Action & Adventure, Dramas, International Movies",165
s5338,Movie,Baahubali: The Beginning (Hindi Version),S.S. Rajamouli,India,8/7/2017,2015,TV-14,159 min,"Action & Adventure, Dramas, International Movies",159
s5341,Movie,LEGO Marvel Super Heroes: Avengers Reassembled!,Rob Silvestri,United States,8/6/2017,2015,TV-Y7,22 min,Children & Family Movies,22
s5342,Movie,Enter the Warriors Gate,Matthias Hoene,France,8/5/2017,2016,PG-13,105 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",105
s5343,Movie,Alan Saldaña: Mi vida de pobre,"Raúl Campos, Jan Suter",Mexico,8/4/2017,2017,TV-MA,54 min,Stand-Up Comedy,54
s5344,Movie,Icarus,Bryan Fogel,United States,8/4/2017,2017,TV-MA,121 min,"Documentaries, Sports Movies",121
s5345,Movie,Message from the King,Fabrice Du Welz,United Kingdom,8/4/2017,2017,R,103 min,"Independent Movies, Thrillers",103
s5336,Movie,Baahubali 2: The Conclusion (Malayalam Version),S.S. Rajamouli,Not Given,8/7/2017,2017,TV-14,166 min,"Action & Adventure, Dramas, International Movies",166
s5347,Movie,The Invisible Guardian,Fernando González Molina,Spain,8/3/2017,2017,TV-MA,129 min,"International Movies, Thrillers",129
s5337,Movie,Baahubali 2: The Conclusion (Tamil Version),S.S. Rajamouli,Not Given,8/7/2017,2017,TV-MA,166 min,"Action & Adventure, Dramas, International Movies",166
s5339,Movie,Baahubali: The Beginning (Malayalam Version),S.S. Rajamouli,Not Given,8/7/2017,2015,TV-14,160 min,"Action & Adventure, Dramas, International Movies",160
s5340,Movie,Baahubali: The Beginning (Tamil Version),S.S. Rajamouli,Not Given,8/7/2017,2015,TV-14,159 min,"Action & Adventure, Dramas, International Movies",159
s5358,Movie,Maz Jobrani: Immigrant,Maz Jobrani,Not Given,8/1/2017,2017,TV-14,67 min,Stand-Up Comedy,67
s5352,Movie,Handsome Devil,John Butler,Ireland,8/1/2017,2016,TV-MA,95 min,"Comedies, Dramas, International Movies",95
s5354,Movie,Jessica Darling's It List,Ali Scher,United States,8/1/2017,2016,TV-Y,80 min,"Children & Family Movies, Comedies",80
s5359,Movie,Opening Night,Isaac Rentz,United States,8/1/2017,2016,TV-MA,84 min,"Comedies, Independent Movies, Music & Musicals",84
s5360,Movie,Raising the Bar,Clay Glen,Australia,8/1/2017,2016,TV-Y,97 min,"Children & Family Movies, Dramas, Sports Movies",97
s5362,Movie,The Blind Christ,Christopher Murray,Chile,8/1/2017,2016,TV-MA,86 min,"Dramas, Independent Movies, International Movies",86
s5365,Movie,Un plus une,Claude Lelouch,France,8/1/2017,2015,TV-MA,114 min,"Comedies, Dramas, International Movies",114
s5369,Movie,The Incredible Jessica James,Jim Strouse,United States,7/28/2017,2017,TV-MA,84 min,"Comedies, Independent Movies, Romantic Movies",84
s5370,Movie,Joe Mande’s Award-Winning Comedy Special,Daniel Gray Longino,United States,7/25/2017,2017,TV-MA,67 min,Stand-Up Comedy,67
s5371,Movie,I Called Him Morgan,Kasper Collin,Sweden,7/24/2017,2016,TV-14,91 min,"Documentaries, Music & Musicals",91
s5372,Movie,Aditi Mittal: Things They Wouldn't Let Me Say,Fazila Allana,India,7/18/2017,2017,TV-MA,63 min,Stand-Up Comedy,63
s5374,Movie,Uncertain Glory,Agustí Villaronga,Spain,7/17/2017,2017,TV-MA,116 min,"Dramas, International Movies",116
s5375,Movie,Amar,Esteban Crespo,Spain,7/15/2017,2017,TV-MA,104 min,"Dramas, International Movies, Romantic Movies",104
s5376,Movie,Buddy Thunderstruck: The Maybe Pile,Harry Chaskin,United States,7/14/2017,2017,TV-Y7,14 min,"Children & Family Movies, Comedies",14
s5377,Movie,Chasing Coral,Jeff Orlowski,United States,7/14/2017,2017,TV-PG,89 min,Documentaries,89
s5378,Movie,To the Bone,Marti Noxon,United States,7/14/2017,2017,TV-MA,108 min,"Dramas, Independent Movies",108
s5379,Movie,D.L. Hughley: Clear,Jay Chapman,United States,7/13/2017,2014,TV-MA,59 min,Stand-Up Comedy,59
s5380,Movie,Tom Segura: Completely Normal,Jay Chapman,United States,7/13/2017,2014,TV-MA,74 min,Stand-Up Comedy,74
s5386,Movie,Take Me,Pat Healy,United States,7/7/2017,2017,TV-MA,84 min,"Comedies, Independent Movies",84
s5388,Movie,10 jours en or,Nicolas Brossette,France,7/1/2017,2012,TV-14,97 min,"Comedies, Dramas, International Movies",97
s5390,Movie,A 2nd Chance,Clay Glen,Australia,7/1/2017,2011,PG,95 min,"Children & Family Movies, Dramas, Sports Movies",95
s5392,Movie,Amrapali,Lekh Tandon,India,7/1/2017,1966,TV-PG,116 min,"Dramas, International Movies, Music & Musicals",116
s5395,Movie,Hans Teeuwen: Real Rancour,Doesjka van Hoogdalem,Netherlands,7/1/2017,2018,TV-MA,86 min,Stand-Up Comedy,86
s5397,Movie,Lal Patthar,Sushil Majumdar,India,7/1/2017,1971,TV-14,153 min,"Classic Movies, Dramas, International Movies",153
s5399,Movie,Liar's Dice,Geetu Mohandas,India,7/1/2017,2013,TV-MA,104 min,"Dramas, Independent Movies, International Movies",104
s5401,Movie,Professor,Lekh Tandon,India,7/1/2017,1962,TV-PG,163 min,"Comedies, Dramas, International Movies",163
s5403,Movie,The Invisible Guest,Paulo Oriol,Spain,7/1/2017,2016,TV-14,106 min,"International Movies, Thrillers",106
s5409,Movie,Yaar Gaddar,Umesh Mehra,India,7/1/2017,1994,TV-14,148 min,"Dramas, International Movies",148
s5412,Movie,Zipi & Zape y la Isla del Capitan,Oskar Santos,Spain,7/1/2017,2016,TV-PG,105 min,"Children & Family Movies, Comedies",105
s5416,Movie,Okja,Bong Joon Ho,South Korea,6/28/2017,2017,TV-MA,121 min,"Action & Adventure, Comedies, Dramas",121
s5417,Movie,Chris D'Elia: Man on Fire,Bill D'Elia,United States,6/27/2017,2017,TV-MA,66 min,Stand-Up Comedy,66
s5418,Movie,I Am Michael,Justin Kelly,United States,6/26/2017,2015,TV-MA,102 min,"Dramas, LGBTQ Movies",102
s5419,Movie,Nobody Speak: Trials of the Free Press,Brian Knappenberger,Netherlands,6/23/2017,2017,TV-14,96 min,Documentaries,96
s5420,Movie,You Get Me,Brent Bonacorso,United States,6/23/2017,2017,TV-MA,89 min,"Dramas, Thrillers",89
s5421,Movie,Dangal,Nitesh Tiwari,India,6/21/2017,2016,TV-PG,161 min,"Dramas, International Movies, Sports Movies",161
s5424,Movie,Puss in Book: Trapped in an Epic Tale,"Roy Burdine, Johnny Castuciano",United States,6/20/2017,2017,TV-Y7,24 min,"Children & Family Movies, Comedies",24
s5425,Movie,Rory Scovel Tries Stand-Up for the First Time,Scott Moran,United States,6/20/2017,2017,TV-MA,66 min,Stand-Up Comedy,66
s5427,Movie,Counterpunch,Jay Bulger,United States,6/16/2017,2017,TV-MA,91 min,"Documentaries, Sports Movies",91
s5428,Movie,What the Health,"Kip Andersen, Keegan Kuhn",United States,6/16/2017,2017,TV-PG,92 min,Documentaries,92
s5430,Movie,Kanavu Variyam,Arun Chidambaram,India,6/15/2017,2017,TV-PG,104 min,"Comedies, Dramas, International Movies",104
s5433,Movie,"Oh, Hello On Broadway",Michael John Warren,United States,6/13/2017,2017,TV-MA,102 min,Stand-Up Comedy,102
s5441,Movie,Shimmer Lake,Oren Uziel,Canada,6/9/2017,2017,TV-MA,87 min,"Dramas, Independent Movies, Thrillers",87
s5442,Movie,The Wishing Tree,Manika Sharma,India,6/5/2017,2017,TV-14,117 min,"Children & Family Movies, Dramas, Music & Musicals",117
s5443,Movie,Headshot,"Timo Tjahjanto, Kimo Stamboel",Indonesia,6/3/2017,2016,TV-MA,119 min,"Action & Adventure, International Movies",119
s5444,Movie,1898: Our Last Men in the Philippines,Salvador Calvo,Spain,6/2/2017,2016,R,130 min,"Dramas, International Movies",130
s5447,Movie,Lucid Dream,Jun-seong Kim,South Korea,6/2/2017,2017,TV-MA,102 min,"International Movies, Sci-Fi & Fantasy, Thrillers",102
s5448,Movie,Aashik Awara,Umesh Mehra,India,6/1/2017,1993,TV-14,154 min,"Dramas, International Movies, Music & Musicals",154
s5449,Movie,Amelia: A Tale of Two Sisters,Edward Cotterill,United Kingdom,6/1/2017,2017,TV-PG,44 min,Documentaries,44
s5450,Movie,Catfight,Onur Tukel,United States,6/1/2017,2016,TV-MA,96 min,"Comedies, Independent Movies",96
s5451,Movie,How to Stage a Coup,Cal Seville,United Kingdom,6/1/2017,2017,TV-14,47 min,Documentaries,47
s5452,Movie,Jackie: A Tale of Two Sisters,Edward Cotterill,United Kingdom,6/1/2017,2017,TV-PG,44 min,Documentaries,44
s5453,Movie,Lens,Jayaprakash Radhakrishnan,India,6/1/2017,2015,TV-MA,109 min,"Dramas, Independent Movies, International Movies",109
s5454,Movie,Little Boxes,Rob Meyer,United States,6/1/2017,2016,TV-MA,89 min,"Comedies, Dramas, Independent Movies",89
s5455,Movie,Love.com,Anita Barbosa,Brazil,6/1/2017,2017,TV-MA,92 min,"Comedies, International Movies, Romantic Movies",92
s5456,Movie,Maya Memsaab,Ketan Mehta,France,6/1/2017,1993,TV-14,122 min,"Dramas, International Movies, Music & Musicals",122
s5457,Movie,Michael Lost and Found,Daniel Wilner,Canada,6/1/2017,2017,TV-PG,19 min,"Documentaries, International Movies, LGBTQ Movies",19
s5461,Movie,Oh Darling Yeh Hai India,Ketan Mehta,India,6/1/2017,1995,TV-14,154 min,"Action & Adventure, Comedies, International Movies",154
s5462,Movie,Prince,Lekh Tandon,India,6/1/2017,1969,TV-PG,152 min,"Dramas, International Movies, Romantic Movies",152
s5463,Movie,Qila,Umesh Mehra,India,6/1/2017,1998,TV-14,161 min,"Dramas, International Movies",161
s5464,Movie,Smoke & Mirrors,Alberto Rodríguez,Spain,6/1/2017,2016,TV-14,123 min,"Dramas, International Movies, Thrillers",123
s5467,Movie,The Mitfords: A Tale of Two Sisters,Edward Cotterill,United Kingdom,6/1/2017,2017,TV-PG,44 min,Documentaries,44
s5468,Movie,Without Gorky,Cosima Spender,United Kingdom,5/31/2017,2011,TV-14,80 min,Documentaries,80
s5469,Movie,Sarah Silverman A Speck of Dust,Liam Lynch,United States,5/30/2017,2017,TV-MA,71 min,Stand-Up Comedy,71
s5470,Movie,Rangoon,Vishal Bhardwaj,India,5/29/2017,2017,TV-14,153 min,"Action & Adventure, Dramas, International Movies",153
s5472,Movie,Joshua: Teenager vs. Superpower,Joe Piscatella,United States,5/26/2017,2017,TV-14,79 min,Documentaries,79
s5473,Movie,Raees,Rahul Dholakia,India,5/26/2017,2017,TV-14,143 min,"Action & Adventure, Dramas, International Movies",143
s5496,Movie,Simplemente Manu NNa,"Jan Suter, Raúl Campos",Mexico,5/5/2017,2017,TV-MA,72 min,Stand-Up Comedy,72
s5474,Movie,War Machine,David Michôd,United States,5/26/2017,2017,TV-MA,123 min,"Comedies, Dramas",123
s5475,Movie,Arès,Jean-Patrick Benes,France,5/23/2017,2016,TV-MA,80 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",80
s5477,Movie,BLAME!,Hiroyuki Seshita,Japan,5/19/2017,2017,TV-14,106 min,"Action & Adventure, Anime Features, International Movies",106
s5476,Movie,Hasan Minhaj: Homecoming King,Christopher Storer,United States,5/23/2017,2017,TV-MA,73 min,Stand-Up Comedy,73
s5479,Movie,Laerte-se,"Lygia Barbosa da Silva, Eliane Brum",Brazil,5/19/2017,2017,TV-MA,101 min,"Documentaries, International Movies, LGBTQ Movies",101
s5481,Movie,Tracy Morgan: Staying Alive,Ryan Polito,United States,5/16/2017,2017,TV-MA,59 min,Stand-Up Comedy,59
s5482,Movie,Chamatkar,Rajiv Mehra,India,5/15/2017,1992,TV-14,164 min,"Comedies, International Movies, Sci-Fi & Fantasy",164
s5483,Movie,Kabhi Haan Kabhi Naa,Kundan Shah,India,5/15/2017,1994,TV-14,151 min,"Comedies, Dramas, International Movies",151
s5484,Movie,Lovesong,So Yong Kim,United States,5/15/2017,2016,TV-MA,84 min,"Dramas, Independent Movies, Romantic Movies",84
s5485,Movie,Natascha Kampusch: The Whole Story,Alina Teodorescu,United States,5/15/2017,2010,TV-14,51 min,Movies,51
s5486,Movie,Ram Jaane,Rajiv Mehra,India,5/15/2017,1995,TV-14,142 min,"Dramas, International Movies, Music & Musicals",142
s5487,Movie,The Devil's Mistress,Filip Renc,Czech Republic,5/15/2017,2016,TV-MA,110 min,"Dramas, International Movies",110
s5488,Movie,Wild Oats,Andy Tennant,Germany,5/13/2017,2016,PG-13,86 min,Comedies,86
s5490,Movie,Get Me Roger Stone,"Dylan Bank, Daniel DiMauro, Morgan Pehme",United States,5/12/2017,2017,TV-MA,101 min,Documentaries,101
s5491,Movie,Mindhorn,Sean Foley,United Kingdom,5/12/2017,2017,TV-MA,88 min,"Comedies, Cult Movies, Independent Movies",88
s5492,Movie,Sahara,Pierre Coré,France,5/12/2017,2017,TV-Y7,86 min,Children & Family Movies,86
s5493,Movie,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",Liz Plonka,United States,5/9/2017,2017,TV-MA,61 min,Stand-Up Comedy,61
s5494,Movie,Handsome: A Netflix Mystery Movie,Jeff Garlin,United States,5/5/2017,2017,TV-MA,81 min,Comedies,81
s5497,Movie,The Mars Generation,Michael Barnett,United States,5/5/2017,2017,TV-PG,98 min,"Children & Family Movies, Documentaries",98
s5498,Movie,Maria Bamford: Old Baby,Jessica Yu,United States,5/2/2017,2017,TV-MA,64 min,Stand-Up Comedy,64
s5499,Movie,A Yellow Bird,K. Rajagopal,Singapore,5/1/2017,2016,TV-MA,111 min,"Dramas, Independent Movies, International Movies",111
s5500,Movie,Chaahat,Mahesh Bhatt,India,5/1/2017,1996,TV-14,148 min,"Dramas, International Movies, Romantic Movies",148
s5501,Movie,English Babu Desi Mem,Praveen Nischol,India,5/1/2017,1996,TV-14,163 min,"Comedies, Dramas, International Movies",163
s5502,Movie,He Even Has Your Eyes,Lucien Jean-Baptiste,France,5/1/2017,2016,TV-MA,95 min,"Comedies, International Movies",95
s5503,Movie,In the Shadow of Iris,Jalil Lespert,France,5/1/2017,2016,TV-MA,99 min,"Dramas, International Movies, Thrillers",99
s5504,Movie,JFK: The Making of a President,Edward Cotterill,United Kingdom,5/1/2017,2017,TV-PG,44 min,Documentaries,44
s5505,Movie,Kiss & Cry,Sean Cisterna,Canada,5/1/2017,2017,TV-MA,93 min,"Dramas, International Movies, Romantic Movies",93
s5506,Movie,Loev,Sudhanshu Saria,India,5/1/2017,2015,TV-MA,89 min,"Dramas, Independent Movies, International Movies",89
s5507,Movie,Mostly Sunny,Dilip Mehta,Canada,5/1/2017,2016,TV-MA,83 min,"Documentaries, International Movies",83
s5508,Movie,The Next Skin,"Isaki Lacuesta, Isa Campo",Spain,5/1/2017,2016,TV-MA,104 min,"Dramas, International Movies",104
s5509,Movie,Casting JonBenet,Kitty Green,United States,4/28/2017,2017,TV-14,81 min,Documentaries,81
s5512,Movie,Rodney King,Spike Lee,United States,4/28/2017,2017,TV-MA,53 min,Dramas,53
s5513,Movie,Small Crimes,Evan Katz,Canada,4/28/2017,2017,TV-MA,95 min,"Dramas, Thrillers",95
s5516,Movie,Dear Zindagi,Gauri Shinde,India,4/25/2017,2016,TV-14,149 min,"Comedies, Dramas, International Movies",149
s5517,Movie,Shepherds and Butchers,Oliver Schmitz,South Africa,4/25/2017,2016,R,106 min,"Dramas, International Movies",106
s5518,Movie,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,"Felix Herngren, Måns Herngren",Sweden,4/25/2017,2016,TV-MA,108 min,"Comedies, International Movies",108
s5519,Movie,Vir Das: Abroad Understanding,Marcus Raboy,United States,4/25/2017,2017,TV-MA,66 min,Stand-Up Comedy,66
s5523,Movie,Sand Castle,Fernando Coimbra,United States,4/21/2017,2017,TV-MA,113 min,"Action & Adventure, Dramas, Independent Movies",113
s5525,Movie,Tramps,Adam Leon,United States,4/21/2017,2017,TV-MA,83 min,"Dramas, Independent Movies, Romantic Movies",83
s5526,Movie,Lucas Brothers: On Drugs,Jay Chapman,United States,4/18/2017,2017,TV-MA,50 min,Stand-Up Comedy,50
s5527,Movie,Bibi & Tina,Detlev Buck,Germany,4/15/2017,2014,TV-PG,97 min,"Children & Family Movies, Music & Musicals",97
s5528,Movie,Bibi & Tina II,Detlev Buck,Germany,4/15/2017,2014,TV-14,105 min,"Children & Family Movies, Music & Musicals",105
s5529,Movie,Bibi & Tina: Girls Versus Boys,Detlev Buck,Germany,4/15/2017,2016,TV-14,107 min,"Children & Family Movies, Music & Musicals",107
s5530,Movie,Slam,Andrea Molaioli,Italy,4/15/2017,2017,TV-MA,99 min,"Comedies, Dramas, International Movies",99
s5531,Movie,The Wedding Party,Kemi Adetiba,Nigeria,4/15/2017,2016,TV-14,101 min,"Comedies, Dramas, International Movies",101
s5532,Movie,Arctic Heart,Marie Madinier,France,4/14/2017,2016,TV-14,81 min,"Dramas, International Movies, Romantic Movies",81
s5533,Movie,Our Lovers,Miguel Ángel Lamata,Spain,4/14/2017,2016,TV-MA,92 min,"Comedies, Dramas, International Movies",92
s5534,Movie,Sandy Wexler,Steven Brill,United States,4/14/2017,2017,TV-14,131 min,Comedies,131
s5535,Movie,Macho,Antonio Serrano,Mexico,4/12/2017,2016,TV-MA,101 min,"Comedies, International Movies, LGBTQ Movies",101
s5536,Movie,Kevin Hart: What Now?,Leslie Small,United States,4/11/2017,2016,R,96 min,Stand-Up Comedy,96
s5537,Movie,Frat Star,"Grant S. Johnson, Ippsie Jones",United States,4/10/2017,2017,TV-MA,85 min,Comedies,85
s5540,Movie,The Lighthouse of the Orcas,Gerardo Olivares,Spain,4/7/2017,2016,TV-MA,110 min,"Dramas, International Movies, Romantic Movies",110
s5541,Movie,Win It All,Joe Swanberg,United States,4/7/2017,2017,TV-MA,89 min,"Comedies, Independent Movies, Romantic Movies",89
s5544,Movie,Couples Counseling,Alexandre Reinecke,Brazil,4/1/2017,2016,TV-MA,88 min,"Comedies, Dramas, International Movies",88
s5545,Movie,Deuces,Jamal Hill,United States,4/1/2017,2016,TV-MA,88 min,Dramas,88
s5546,Movie,Elaan,K. Ramanlal,India,4/1/2017,1971,TV-14,143 min,"Action & Adventure, Cult Movies, International Movies",143
s5547,Movie,Five Nights in Maine,Maris Curran,United States,4/1/2017,2015,TV-MA,83 min,"Dramas, Independent Movies",83
s5548,Movie,Killa,Avinash Arun,India,4/1/2017,2014,TV-14,107 min,"Dramas, International Movies",107
s5549,Movie,Life 2.0,Jason Spingarn-Koff,United States,4/1/2017,2010,TV-MA,99 min,Documentaries,99
s5550,Movie,Salaakhen,A. Salaam,India,4/1/2017,1975,TV-14,134 min,"Action & Adventure, International Movies, Music & Musicals",134
s5551,Movie,Skins,Eduardo Casanova,Spain,4/1/2017,2017,TV-MA,78 min,"Dramas, International Movies",78
s5552,Movie,The Tenth Man,Daniel Burman,Argentina,4/1/2017,2016,TV-MA,81 min,"Dramas, International Movies",81
s5553,Movie,Toro,Kike Maíllo,Spain,4/1/2017,2016,TV-MA,106 min,"Dramas, International Movies, Thrillers",106
s5557,Movie,The Discovery,Charlie McDowell,United States,3/31/2017,2017,TV-MA,102 min,"Dramas, Independent Movies, Romantic Movies",102
s5558,Movie,Jo Koy: Live from Seattle,Shannon Hartman,United States,3/28/2017,2017,TV-MA,63 min,Stand-Up Comedy,63
s5718,Movie,Dieter Nuhr: Nuhr in Berlin,Volker Weicker,Germany,11/15/2016,2016,TV-MA,69 min,Stand-Up Comedy,69
s5560,Movie,Felipe Neto: My Life Makes No Sense,Diego Pignataro,Brazil,3/24/2017,2017,TV-MA,91 min,Stand-Up Comedy,91
s5561,Movie,The C Word,Meghan O'Hara,United States,3/24/2017,2016,TV-14,93 min,Documentaries,93
s5562,Movie,The Most Hated Woman in America,Tommy O'Haver,United States,3/24/2017,2017,TV-MA,93 min,Dramas,93
s5565,Movie,Best Worst Thing That Ever Could Have Happened,Lonny Price,United States,3/18/2017,2016,TV-MA,97 min,Documentaries,97
s5566,Movie,Deidra & Laney Rob a Train,Sydney Freeland,United States,3/17/2017,2017,TV-14,92 min,"Comedies, Dramas, Independent Movies",92
s5569,Movie,Pandora,Jung-woo Park,South Korea,3/17/2017,2016,TV-MA,137 min,"Dramas, International Movies, Thrillers",137
s5571,Movie,Howards End,James Ivory,United Kingdom,3/16/2017,1992,PG,143 min,"Classic Movies, Dramas, Independent Movies",143
s5572,Movie,Asoka,Santosh Sivan,India,3/15/2017,2001,R,168 min,"Action & Adventure, Dramas, International Movies",168
s5573,Movie,"Bon Cop, Bad Cop",Erik Canuel,Canada,3/15/2017,2006,TV-MA,117 min,"Action & Adventure, Comedies, International Movies",117
